Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens,Debt_To_Income_Ratio
308990.0,0,1,1369106.0397805213,15.0,1,5,14581.55,16.7,9.0,0.0,15960.0,318494.0,0.0,0.0,0.12780500188871452
784322.0,1,1,3870680.0,7.993557422969188,1,3,50963.89,16.3,20.0,0.0,805296.0,1025794.0,0.0,0.0,0.15799980365207145
332574.0,1,1,1369106.0397805213,6.0,3,5,7937.44,12.0,12.0,0.0,132126.0,1026740.0,0.0,0.0,0.06957041838429785
439560.0,1,1,1369106.0397805213,15.0,1,3,50149.36,14.5,37.0,0.0,785460.0,1612556.0,0.0,0.0,0.4395512856670124
252890.0,1,1,654759.0,0.5,1,3,16259.82,15.0,14.0,0.0,201704.0,339944.0,0.0,0.0,0.29799947767041
110946.0,1,1,843182.0,4.0,3,11,11031.78,16.1,14.0,1.0,104918.0,357302.0,1.0,0.0,0.15700211816665915
141526.0,1,1,564129.0,7.0,2,5,9778.16,5.9,9.0,0.0,91941.0,121924.0,0.0,0.0,0.20799838334848947
511324.0,1,2,2073546.0,7.993557422969188,1,3,24709.69,20.1,7.0,1.0,82783.0,284438.0,0.0,0.0,0.14299961515201495
132484.0,1,1,1369106.0397805213,7.993557422969188,2,3,9023.48,8.4,4.0,0.0,13642.0,27896.0,0.0,0.0,0.0790893888813451
301510.0,0,1,3452832.0,15.0,1,0,43505.63,21.5,9.0,0.0,0.0,0.0,0.0,0.0,0.1511998151082937
108878.0,1,1,2127582.0,15.0,3,3,29076.84,15.8,10.0,0.0,182932.0,312422.0,0.0,0.0,0.16399935701655682
441408.0,1,2,1562978.0,5.0,3,3,26440.59,25.3,12.0,0.0,151962.0,429132.0,0.0,0.0,0.20300162894167417
519816.0,0,1,1369106.0397805213,4.0,1,3,16233.22,18.0,4.0,0.0,126578.0,241450.0,0.0,0.0,0.14228163074295383
129800.0,0,0,1401212.0,15.0,1,3,14595.8,19.4,13.0,1.0,113031.0,521422.0,1.0,0.0,0.12499864403102456
250008.0,1,1,1542192.0,5.0,1,3,27888.01,19.8,11.0,0.0,119928.0,156200.0,0.0,0.0,0.21700029568302776
337634.0,1,1,1519696.0,0.5,3,11,19756.01,11.9,15.0,0.0,306337.0,481932.0,0.0,0.0,0.155999699939988
325886.0,1,1,719207.0,3.0,2,3,11087.64,14.7,6.0,0.0,147744.0,244398.0,0.0,0.0,0.18499775447124403
356994.0,0,1,1369106.0397805213,0.5,2,11,7286.5,20.6,8.0,0.0,123538.0,481646.0,0.0,0.0,0.06386503123893678
437580.0,0,1,1100480.0,8.0,1,3,16323.66,17.6,12.0,0.0,22800.0,455312.0,0.0,0.0,0.17799861878453038
325446.0,1,1,655823.0,0.5,1,3,7596.77,15.1,6.0,0.0,264157.0,332112.0,0.0,0.0,0.13900281020946204
431222.0,1,2,854430.0,5.0,3,1,833.15,14.5,11.0,0.0,6175.0,649132.0,0.0,0.0,0.011701134089392927
244926.0,1,1,826880.0,4.0,3,3,14194.9,15.5,14.0,0.0,168017.0,316338.0,0.0,0.0,0.2060018382352941
173646.0,1,1,1369106.0397805213,6.0,1,3,13949.61,21.4,11.0,0.0,112176.0,195294.0,0.0,0.0,0.12226614676744457
79046.0,1,1,258077.0,7.993557422969188,3,3,2709.78,18.1,4.0,1.0,126768.0,194150.0,1.0,0.0,0.12599867481410587
151822.0,1,2,2903181.0,15.0,1,3,2951.46,18.9,11.0,0.0,100700.0,552574.0,0.0,0.0,0.012199556279818585
313390.0,1,1,1372617.0,3.0,1,11,28024.05,16.9,17.0,0.0,281352.0,606650.0,0.0,0.0,0.2449981313068394
521312.0,1,1,2043811.0,7.993557422969188,1,3,39002.63,17.0,10.0,0.0,1024176.0,1741388.0,0.0,0.0,0.22899943292212438
764852.0,1,1,3793407.0,6.0,1,3,97996.49,25.8,14.0,0.0,4778671.0,6080426.0,0.0,0.0,0.310000450782107
386254.0,0,2,1853260.0,15.0,3,3,27798.9,13.0,13.0,0.0,347016.0,1999074.0,0.0,0.0,0.18000000000000002
462550.0,1,2,1585664.0,9.0,1,3,28277.7,21.7,11.0,0.0,345458.0,835054.0,0.0,0.0,0.21400019171779144
754842.0,1,1,5587710.0,7.0,1,11,53083.34,12.4,5.0,0.0,444752.0,595342.0,0.0,0.0,0.11400020401917779
439252.0,0,1,2655478.0,7.993557422969188,1,3,17658.98,15.8,9.0,0.0,190361.0,287760.0,0.0,0.0,0.07980023182266996
669174.0,0,1,2735506.0,8.0,1,3,38296.97,19.9,16.0,0.0,712994.0,3735666.0,0.0,0.0,0.16799949990970592
471416.0,1,2,1318353.0,15.0,3,3,9612.86,29.5,5.0,0.0,53276.0,224334.0,0.0,0.0,0.08749881101647283
264858.0,1,2,522842.0,15.0,2,5,6840.57,26.0,4.0,0.0,69312.0,469370.0,0.0,0.0,0.15700123555490952
111276.0,0,1,676039.0,0.5,1,3,11475.81,17.5,10.0,0.0,234821.0,668052.0,0.0,0.0,0.20370085157808943
330770.0,0,1,742710.0,15.0,1,3,15225.46,22.7,14.0,0.0,1132438.0,1647294.0,0.0,0.0,0.24599846508058326
382932.0,1,1,844398.0,3.0,3,3,18999.05,16.7,16.0,0.0,225207.0,293348.0,0.0,0.0,0.2700013500742541
78452.0,1,1,1369106.0397805213,4.0,3,3,9120.0,8.8,10.0,0.0,125571.0,210716.0,0.0,0.0,0.0799353715637279
322652.0,0,2,947397.0,6.0,1,3,23369.05,10.0,9.0,0.0,191406.0,464640.0,0.0,0.0,0.2959990373623729
56144.0,0,0,1842544.0,15.0,3,11,19039.71,16.3,11.0,0.0,78413.0,376750.0,0.0,0.0,0.12400057746246493
206646.0,1,1,1357037.0,15.0,3,3,14248.86,15.0,8.0,0.0,233833.0,454300.0,0.0,0.0,0.12599974798034247
37796.0,1,1,1369106.0397805213,4.0,3,11,17871.21,12.9,8.0,0.0,56943.0,66660.0,0.0,0.0,0.15663835653984753
326612.0,1,2,1504344.0,5.0,3,3,11646.05,20.9,10.0,0.0,282093.0,633050.0,0.0,0.0,0.09289936344346772
352132.0,1,1,1369106.0397805213,4.0,3,3,3285.1,13.2,7.0,0.0,253422.0,669944.0,0.0,0.0,0.02879338696535115
282458.0,1,1,806873.0,15.0,3,3,16137.46,15.8,7.0,0.0,238716.0,284680.0,0.0,0.0,0.24
84612.0,1,0,673056.0,4.0,1,5,3808.36,5.9,4.0,0.0,92777.0,111342.0,0.0,0.0,0.06789972899728997
155496.0,1,1,1081727.0,9.0,3,3,1847.94,22.3,6.0,0.0,72257.0,92862.0,0.0,0.0,0.020499885830713292
163834.0,1,1,1414892.0,5.0,3,3,8359.62,23.0,7.0,1.0,488756.0,581042.0,1.0,0.0,0.07089971531396037
480832.0,0,1,1369106.0397805213,15.0,1,3,24368.26,13.1,21.0,0.0,617728.0,1108932.0,0.0,0.0,0.21358398217779911
55066.0,1,1,456551.0,4.0,2,3,2206.66,21.5,9.0,0.0,54891.0,336336.0,0.0,0.0,0.057999916767239576
654302.0,1,1,1258959.0,5.0,2,3,14687.76,11.4,14.0,0.0,207993.0,269104.0,0.0,0.0,0.1399990944899715
448272.0,1,1,2322864.0,6.0,1,1,9194.67,14.6,7.0,0.0,894463.0,10461484.0,0.0,0.0,0.0475
109164.0,1,1,1508448.0,0.5,3,3,4789.33,14.1,12.0,0.0,109801.0,266530.0,0.0,0.0,0.038100060459492144
164714.0,1,1,455183.0,7.993557422969188,3,3,10469.19,12.6,7.0,3.0,64239.0,270468.0,3.0,0.0,0.2759994991025588
53636.0,1,2,1204372.0,2.0,1,5,15175.11,30.0,8.0,0.0,38722.0,347600.0,0.0,0.0,0.15120022717233547
536426.0,1,1,1771237.0,5.0,3,3,24059.32,24.2,16.0,0.0,480643.0,722788.0,0.0,0.0,0.16300011799663172
103752.0,1,1,952052.0,0.5,1,3,4403.25,22.3,8.0,0.0,128079.0,207416.0,0.0,0.0,0.05550011974135867
324852.0,1,2,2618504.0,3.0,2,3,17151.11,17.5,15.0,0.0,262162.0,544016.0,0.0,0.0,0.07859958205143089
108636.0,1,1,962350.0,9.0,3,3,8580.97,17.0,6.0,0.0,103056.0,135894.0,0.0,0.0,0.10700019743336624
77814.0,1,1,895945.0,8.0,1,3,15604.51,15.4,21.0,0.0,181602.0,550462.0,0.0,0.0,0.2090018025660057
332970.0,0,1,996892.0,0.5,3,3,19190.19,12.8,14.0,0.0,209836.0,310684.0,0.0,0.0,0.23100022871083326
649044.0,0,0,1457395.0,15.0,1,3,19820.61,16.1,10.0,0.0,280744.0,452100.0,0.0,0.0,0.16320031288703474
140118.0,1,2,425942.0,8.0,2,3,6460.19,19.7,5.0,0.0,309852.0,553674.0,0.0,0.0,0.18200196270853777
751762.0,0,1,1669473.0,3.0,1,3,9154.2,13.2,16.0,0.0,280934.0,1052722.0,0.0,0.0,0.0657994468913244
108482.0,1,1,1124116.0,15.0,1,5,17330.09,12.5,11.0,0.0,9937.0,126346.0,0.0,0.0,0.18499966195659523
225148.0,1,1,1369106.0397805213,15.0,3,3,8422.13,16.0,6.0,0.0,143488.0,495924.0,0.0,0.0,0.0738186503188618
267124.0,0,1,768968.0,15.0,1,3,18391.24,19.0,11.0,0.0,152836.0,371778.0,0.0,0.0,0.2870013836726626
78914.0,1,1,1369106.0397805213,2.0,1,2,25258.03,18.7,16.0,1.0,226423.0,518144.0,1.0,0.0,0.22138267686598528
89364.0,1,1,546991.0,8.0,0,8,12170.83,17.7,4.0,0.0,36138.0,67078.0,0.0,0.0,0.2670061481815972
605902.0,1,1,3737680.0,4.0,3,3,59802.88,21.0,7.0,0.0,226138.0,402204.0,0.0,0.0,0.192
382932.0,1,1,933793.0,15.0,3,3,19064.98,12.0,23.0,0.0,339245.0,1359182.0,0.0,0.0,0.24500050867804746
753522.0,0,0,1636223.0,15.0,1,3,28906.6,22.6,14.0,0.0,608171.0,833382.0,0.0,0.0,0.2119999535515636
500258.0,0,2,987506.0,15.0,1,3,10204.14,23.8,10.0,0.0,532798.0,1346994.0,0.0,0.0,0.12399892253819217
323092.0,0,1,1369106.0397805213,15.0,1,3,16605.24,17.3,16.0,0.0,430635.0,537878.0,0.0,0.0,0.1455423277746576
94688.0,1,1,406429.0,7.993557422969188,2,11,8975.41,12.0,5.0,0.0,152247.0,331364.0,0.0,0.0,0.26500303866111913
266266.0,1,1,1341438.0,7.0,1,3,8775.34,16.9,8.0,1.0,178752.0,277464.0,0.0,0.0,0.07850089232599643
532180.0,0,1,1484128.0,6.0,1,3,12615.05,25.5,8.0,0.0,405574.0,715880.0,0.0,0.0,0.10199969274887341
237864.0,1,1,570627.0,0.5,3,0,190.19,12.2,5.0,0.0,4864.0,1409540.0,0.0,0.0,0.0039996004395165315
442728.0,1,1,3250026.0,15.0,1,3,16791.82,21.6,15.0,0.0,196175.0,780560.0,0.0,0.0,0.06200007015328493
229812.0,0,1,1369106.0397805213,4.0,3,11,2734.86,8.2,4.0,0.0,79230.0,105578.0,0.0,0.0,0.023970619547672906
44198.0,1,1,763496.0,2.0,1,3,9925.41,20.0,6.0,0.0,399855.0,493086.0,0.0,0.0,0.15599940274736213
313302.0,0,1,847058.0,15.0,3,3,21882.11,15.4,7.0,0.0,312911.0,453486.0,0.0,0.0,0.3099968597191692
436832.0,0,1,949943.0,6.0,2,5,752.02,13.0,6.0,0.0,27322.0,250998.0,0.0,0.0,0.009499769986199173
110572.0,1,1,859370.0,4.0,1,11,11673.03,13.6,6.0,2.0,83505.0,119394.0,0.0,0.0,0.16299889453902278
180202.0,1,1,1369106.0397805213,7.993557422969188,1,3,27219.59,24.0,13.0,0.0,271852.0,371624.0,0.0,0.0,0.23857544303315045
430276.0,0,1,891841.0,0.5,3,3,13228.94,12.6,14.0,0.0,344603.0,831292.0,0.0,0.0,0.1779995313065894
266156.0,1,1,1369106.0397805213,15.0,3,3,17235.47,11.0,13.0,0.0,211717.0,325996.0,0.0,0.0,0.15106619501375934
174020.0,1,1,1369106.0397805213,0.5,3,3,5244.38,9.1,12.0,0.0,122626.0,554664.0,0.0,0.0,0.045966169289625367
328746.0,1,2,851751.0,7.993557422969188,3,3,7168.89,19.9,13.0,1.0,235866.0,488554.0,0.0,0.0,0.10099979923710098
212784.0,1,1,657685.0,0.5,2,3,4099.63,13.9,10.0,1.0,132905.0,293150.0,1.0,0.0,0.07480109778997546
266816.0,1,2,2150762.0,3.0,1,5,19894.71,16.3,10.0,0.0,2012499.0,0.0,0.0,0.0,0.11100090107599073
324192.0,1,2,1679904.0,15.0,1,3,24498.6,18.1,16.0,0.0,330752.0,735086.0,0.0,0.0,0.175
222200.0,1,1,1369106.0397805213,7.0,2,3,4010.71,16.2,8.0,0.0,181469.0,344454.0,0.0,0.0,0.035153244965390254
27720.0,1,1,657286.0,4.0,3,3,10078.36,12.7,7.0,1.0,22971.0,165176.0,1.0,0.0,0.18399953749205067
104104.0,0,1,1191699.0,15.0,3,11,5640.53,20.2,2.0,0.0,0.0,0.0,0.0,0.0,0.05679820155928636
429836.0,1,1,1092101.0,3.0,1,3,17291.52,12.3,8.0,0.0,513000.0,609862.0,0.0,0.0,0.18999913011708625
353584.0,0,1,1765404.0,0.5,1,3,53992.11,19.0,26.0,0.0,913235.0,1303874.0,0.0,0.0,0.3670011623401782
349778.0,0,1,1369106.0397805213,15.0,1,11,18776.56,18.5,12.0,0.0,184224.0,486992.0,0.0,0.0,0.16457360748778846
630850.0,1,2,2334948.0,15.0,1,3,23933.16,20.6,12.0,0.0,133342.0,615142.0,0.0,0.0,0.12299970705985744
223608.0,0,1,1158696.0,15.0,3,3,3147.73,13.1,11.0,0.0,120479.0,239316.0,0.0,0.0,0.032599370326643055
140624.0,1,1,896857.0,6.0,1,3,7772.71,24.4,11.0,1.0,118408.0,374594.0,0.0,0.0,0.10399932207698662
654060.0,1,1,1412175.0,2.0,3,5,17652.14,7.5,6.0,0.0,150518.0,366146.0,0.0,0.0,0.14999959636730575
155386.0,1,1,421762.0,3.0,2,5,7310.44,14.0,9.0,0.0,87419.0,326524.0,0.0,0.0,0.20799711685737451
161106.0,1,1,649306.0,5.0,3,3,5134.94,9.2,20.0,0.0,135926.0,264088.0,0.0,0.0,0.09490021653888922
396110.0,1,1,1127346.0,2.0,1,3,6557.47,16.5,3.0,0.0,0.0,0.0,0.0,0.0,0.06980078875518253
519706.0,1,1,1369106.0397805213,8.0,3,3,55333.7,16.4,27.0,0.0,1209426.0,3182674.0,0.0,0.0,0.4849912137605099
279972.0,1,1,3254852.0,7.0,2,11,37430.76,25.4,19.0,0.0,868148.0,1342088.0,0.0,0.0,0.13799985990146404
600842.0,1,1,1369106.0397805213,6.0,3,3,21140.35,18.0,6.0,0.0,499187.0,656810.0,0.0,0.0,0.18529185660496217
435864.0,0,1,1580401.0,7.0,1,3,21862.16,11.3,11.0,0.0,420147.0,594726.0,0.0,0.0,0.16599959124298203
306020.0,1,1,1574093.0,3.0,3,3,10664.51,15.7,12.0,0.0,214339.0,541904.0,0.0,0.0,0.0813002281313747
187066.0,1,2,2661064.0,15.0,1,3,58986.83,29.5,18.0,0.0,665836.0,1764224.0,0.0,0.0,0.26599960015993607
365376.0,1,1,1369106.0397805213,5.0,1,11,30188.91,16.7,22.0,0.0,358340.0,689216.0,0.0,0.0,0.26460106775810754
355124.0,1,1,1369106.0397805213,15.0,1,3,26221.71,15.2,17.0,0.0,274037.0,477158.0,0.0,0.0,0.22982918112788592
266684.0,0,1,1631473.0,15.0,1,3,13187.71,15.9,6.0,0.0,168967.0,195646.0,0.0,0.0,0.09699977872756704
223850.0,1,1,483322.0,0.5,3,7,9545.41,8.7,11.0,0.0,160474.0,315480.0,0.0,0.0,0.23699504678040728
331958.0,1,1,955605.0,2.0,1,3,17758.35,15.4,9.0,0.0,381083.0,464970.0,0.0,0.0,0.22300029824038173
276628.0,0,0,2230980.0,15.0,1,5,37926.66,15.8,24.0,1.0,55062.0,574442.0,1.0,0.0,0.20400000000000001
90816.0,1,1,448210.0,5.0,1,3,11877.28,21.8,10.0,0.0,167656.0,302852.0,0.0,0.0,0.317992369648156
292688.0,0,1,1149006.0,6.0,3,3,26618.62,22.2,13.0,0.0,315761.0,540870.0,0.0,0.0,0.27799980156761583
368786.0,0,1,907839.0,7.993557422969188,1,3,18837.55,11.1,14.0,0.0,88255.0,438526.0,0.0,0.0,0.2489985559113455
437712.0,1,1,1134072.0,3.0,3,3,29769.39,9.7,9.0,0.0,138985.0,284306.0,0.0,0.0,0.315
174460.0,1,1,904058.0,15.0,1,3,13711.73,16.6,7.0,0.0,173489.0,390038.0,0.0,0.0,0.1820024378966836
427350.0,0,1,922678.0,7.0,1,3,20221.89,15.8,14.0,1.0,140448.0,371316.0,1.0,0.0,0.2629982290679955
509894.0,1,1,1050757.0,15.0,1,3,27844.88,31.6,20.0,0.0,568404.0,997194.0,0.0,0.0,0.3179979386290075
110330.0,1,1,685976.0,15.0,1,3,10003.88,36.5,11.0,0.0,167656.0,510840.0,0.0,0.0,0.17500110791048082
288464.0,1,2,1437255.0,4.0,3,3,11749.6,14.7,19.0,0.0,270826.0,463870.0,0.0,0.0,0.09810033710093198
265188.0,1,1,988874.0,15.0,3,3,13596.97,17.0,19.0,0.0,292353.0,459932.0,0.0,0.0,0.16499942358682704
218306.0,1,0,1847655.0,7.0,3,0,14596.56,15.2,15.0,0.0,349125.0,1098548.0,0.0,0.0,0.09480055529847292
162316.0,1,1,1833538.0,15.0,3,3,36059.72,17.8,16.0,0.0,367441.0,631246.0,0.0,0.0,0.23600091189819902
788942.0,1,1,2917317.0,15.0,1,3,14319.16,38.3,12.0,0.0,440629.0,525426.0,0.0,0.0,0.05889998241534945
611864.0,1,1,2170370.0,3.0,3,0,33278.88,12.9,15.0,0.0,211546.0,485034.0,0.0,0.0,0.18399929965858355
224466.0,1,1,969285.0,2.0,3,3,17608.63,11.4,14.0,0.0,372666.0,847770.0,0.0,0.0,0.2179994119376654
88440.0,1,1,679706.0,0.5,3,3,9357.31,10.3,15.0,0.0,39919.0,101618.0,0.0,0.0,0.16520042488958459
489698.0,1,1,1913680.0,9.0,1,3,21369.49,12.1,19.0,0.0,265696.0,341066.0,0.0,0.0,0.13400039714058776
151162.0,1,1,466222.0,0.5,3,3,6177.28,26.9,9.0,1.0,84588.0,293260.0,1.0,0.0,0.1589958431820034
494010.0,0,1,1629041.0,15.0,1,3,19141.17,20.0,17.0,0.0,492423.0,968022.0,0.0,0.0,0.14099954513115381
522808.0,1,1,1419870.0,5.0,3,3,28740.54,18.8,9.0,0.0,342988.0,526020.0,0.0,0.0,0.24290004014452027
450868.0,0,1,1369106.0397805213,0.5,1,3,36861.9,25.7,15.0,0.0,368657.0,558712.0,0.0,0.0,0.32308877993914276
107536.0,1,0,972515.0,15.0,2,3,13777.28,14.8,10.0,0.0,8474.0,101244.0,0.0,0.0,0.1699998046302628
450164.0,0,1,1943890.0,2.0,3,3,9039.06,17.0,12.0,0.0,77197.0,191796.0,0.0,0.0,0.05579982406411885
235862.0,1,1,568461.0,3.0,3,3,6395.21,5.5,8.0,0.0,115938.0,186472.0,0.0,0.0,0.13500050135365488
121308.0,1,1,1369106.0397805213,4.0,3,3,4714.85,16.8,15.0,0.0,97204.0,247368.0,0.0,0.0,0.04132492177820642
152306.0,1,1,1014714.0,7.0,3,6,19871.53,14.9,12.0,0.0,143811.0,533698.0,0.0,0.0,0.23500056173463651
221320.0,1,0,764560.0,8.0,3,1,23956.15,13.8,10.0,1.0,67108.0,301202.0,1.0,0.0,0.3759990059642147
259006.0,0,0,1099815.0,15.0,1,3,9641.55,16.0,10.0,0.0,108167.0,197560.0,0.0,0.0,0.10519823788546256
372328.0,0,1,729505.0,15.0,1,3,11064.08,18.4,18.0,0.0,258571.0,582494.0,0.0,0.0,0.18199869774710248
214566.0,1,1,810692.0,2.0,2,3,8917.65,23.2,7.0,1.0,95418.0,203456.0,1.0,0.0,0.13200056248242242
44682.0,1,2,1350349.0,15.0,1,3,11140.46,22.3,12.0,0.0,198151.0,952028.0,0.0,0.0,0.09900071759226689
286088.0,1,1,1254646.0,15.0,1,3,15891.98,17.2,8.0,1.0,89832.0,322036.0,0.0,1.0,0.15199806160462792
180290.0,1,1,652631.0,7.993557422969188,3,11,16207.0,10.0,20.0,0.0,195054.0,324060.0,0.0,0.0,0.2979999417741419
133672.0,1,1,665133.0,15.0,1,11,1141.71,31.3,7.0,0.0,35150.0,151888.0,0.0,0.0,0.0205981660810695
495330.0,1,2,1208951.0,8.0,2,3,15917.63,23.0,16.0,0.0,427861.0,2064216.0,0.0,0.0,0.1579977683131905
448976.0,0,1,2946919.0,7.993557422969188,2,3,49115.19,14.8,14.0,0.0,324501.0,1085986.0,0.0,0.0,0.1999994842070651
668514.0,0,1,1433759.0,15.0,2,3,21028.63,20.9,20.0,0.0,311201.0,637736.0,0.0,0.0,0.17600137819535921
92708.0,1,1,439470.0,7.993557422969188,1,3,12085.71,14.2,8.0,0.0,277609.0,711150.0,0.0,0.0,0.3300077821011673
528110.0,1,1,1369106.0397805213,6.0,3,3,13262.38,12.8,9.0,0.0,299155.0,620796.0,0.0,0.0,0.11624268345606947
54692.0,1,1,753939.0,5.0,3,2,7979.24,16.2,5.0,0.0,42655.0,148742.0,0.0,0.0,0.12700083163226733
280962.0,1,1,2132085.0,15.0,1,3,23808.14,16.0,15.0,0.0,176643.0,423478.0,0.0,0.0,0.13399919796818605
126038.0,1,1,699732.0,8.0,3,3,7405.44,12.0,7.0,0.0,106495.0,254254.0,0.0,0.0,0.12699902248289346
331980.0,1,2,2198110.0,2.0,3,3,34437.12,25.0,9.0,0.0,365237.0,513216.0,0.0,0.0,0.18800034575157754
334928.0,1,1,1928310.0,7.993557422969188,2,3,15008.67,9.0,9.0,0.0,132126.0,796840.0,0.0,0.0,0.09339994088087497
198858.0,1,2,1488365.0,15.0,3,3,19224.77,17.7,12.0,0.0,564813.0,802450.0,0.0,0.0,0.15500044679900427
760452.0,0,1,2251728.0,15.0,1,5,36778.3,15.4,8.0,0.0,0.0,0.0,0.0,0.0,0.19600040502227623
466884.0,0,1,1120050.0,2.0,2,3,10733.86,15.6,5.0,0.0,91352.0,185900.0,0.0,0.0,0.11500050890585242
180224.0,1,1,817152.0,15.0,1,0,13755.43,18.7,8.0,0.0,62510.0,137346.0,0.0,0.0,0.2020005580357143
66352.0,1,2,2005583.0,7.993557422969188,2,7,12167.22,12.9,8.0,0.0,539467.0,974490.0,0.0,0.0,0.07280009852496755
417890.0,0,1,1345561.0,15.0,3,3,22986.58,19.4,6.0,0.0,653866.0,843106.0,0.0,0.0,0.20499922337225887
117634.0,1,1,1369106.0397805213,6.0,3,3,23703.07,14.1,17.0,0.0,222528.0,792814.0,0.0,0.0,0.20775369601436972
233552.0,1,1,1369106.0397805213,3.0,3,3,17047.94,12.6,19.0,0.0,343938.0,651772.0,0.0,0.0,0.14942252393598018
367334.0,1,2,1866180.0,4.0,3,3,25193.43,26.0,8.0,0.0,541196.0,663124.0,0.0,0.0,0.162
548636.0,0,0,1128144.0,0.5,1,3,14853.82,9.1,8.0,1.0,140372.0,239404.0,0.0,0.0,0.15799919159256265
141834.0,1,1,1139544.0,7.993557422969188,3,3,14624.11,13.6,8.0,1.0,78698.0,277002.0,1.0,0.0,0.153999599839936
143836.0,1,1,924502.0,15.0,1,3,24113.85,15.8,10.0,0.0,313994.0,381502.0,0.0,0.0,0.3129968350528176
450252.0,1,1,1263785.0,7.993557422969188,3,11,8551.52,41.3,11.0,0.0,234688.0,340120.0,0.0,0.0,0.08119912801623695
355102.0,0,1,1369106.0397805213,4.0,3,3,12266.97,11.4,11.0,0.0,78204.0,344300.0,0.0,0.0,0.10751807071393675
320320.0,1,1,1369106.0397805213,15.0,1,3,7876.45,15.6,11.0,0.0,186675.0,537680.0,0.0,0.0,0.06903585058696542
92730.0,1,1,1369106.0397805213,15.0,1,3,6118.76,9.5,6.0,0.0,28272.0,74382.0,0.0,0.0,0.05362997303829778
539066.0,0,1,1191794.0,15.0,1,3,21948.99,27.7,13.0,0.0,260680.0,510752.0,0.0,0.0,0.22100117973408157
119944.0,1,1,1112697.0,15.0,3,5,12425.05,14.0,16.0,0.0,101517.0,833712.0,0.0,0.0,0.13399928282362583
110484.0,1,1,763192.0,4.0,1,11,3338.87,15.7,3.0,0.0,15903.0,88484.0,0.0,0.0,0.052498506273650665
432344.0,0,0,1391123.0,15.0,1,5,23996.81,10.9,10.0,0.0,138415.0,326436.0,0.0,0.0,0.2069994673368207
438526.0,0,1,1369106.0397805213,15.0,3,3,13003.22,18.0,15.0,1.0,211755.0,723250.0,1.0,0.0,0.11397118664746686
213510.0,1,1,1369106.0397805213,15.0,2,3,16636.59,14.0,6.0,0.0,420432.0,525140.0,0.0,0.0,0.1458171056144079
551100.0,0,1,1180356.0,15.0,1,3,18335.0,18.4,12.0,0.0,276488.0,392348.0,0.0,0.0,0.1864013907668534
89518.0,1,1,1369106.0397805213,15.0,1,3,29717.9,16.0,11.0,0.0,457007.0,530222.0,0.0,0.0,0.2604727388808892
197604.0,1,1,1611770.0,2.0,3,3,15983.37,22.6,7.0,0.0,559645.0,702834.0,0.0,0.0,0.11899988211717552
765402.0,0,1,1437635.0,15.0,1,3,28632.81,29.7,6.0,0.0,624568.0,731236.0,0.0,0.0,0.23899927311174257
109406.0,1,1,396853.0,15.0,2,3,9887.98,17.6,7.0,0.0,197581.0,481624.0,0.0,0.0,0.2989917173361421
237314.0,0,1,409906.0,15.0,3,3,6285.2,26.6,10.0,0.0,94525.0,380028.0,0.0,0.0,0.18399925836655234
655842.0,0,0,2265636.0,15.0,1,0,14669.9,18.2,15.0,0.0,541842.0,1272612.0,0.0,0.0,0.0776995068934286
224466.0,1,1,1066223.0,8.0,2,3,26122.15,16.3,15.0,0.0,252187.0,565906.0,0.0,0.0,0.29399647165743004
315810.0,0,1,1730520.0,4.0,3,3,8566.15,15.2,9.0,0.0,317566.0,450626.0,0.0,0.0,0.05940052700922266
165198.0,1,1,1369106.0397805213,0.5,1,7,8905.11,20.6,5.0,0.0,90231.0,123354.0,0.0,0.0,0.07805189437125756
134002.0,1,1,607544.0,4.0,3,3,10935.64,7.3,9.0,0.0,172026.0,301334.0,0.0,0.0,0.21599699774831121
218240.0,1,2,942400.0,4.0,1,3,7554.78,24.5,7.0,0.0,356554.0,1243506.0,0.0,0.0,0.0961983870967742
222948.0,1,1,1155276.0,15.0,2,3,28207.97,15.4,11.0,0.0,279357.0,421190.0,0.0,0.0,0.2929998026445629
325248.0,1,2,1086135.0,2.0,3,3,13757.71,10.8,13.0,0.0,277894.0,498894.0,0.0,0.0,0.152
549120.0,0,1,1707264.0,4.0,1,3,17214.95,27.2,14.0,0.0,322145.0,994686.0,0.0,0.0,0.12100026709401711
557656.0,1,1,1442347.0,2.0,3,3,16418.66,17.3,8.0,0.0,318535.0,391534.0,0.0,0.0,0.13659952840751913
778096.0,1,1,1555169.0,5.0,1,3,33565.59,14.5,9.0,0.0,479047.0,924484.0,0.0,0.0,0.258998912658367
333432.0,0,1,1382231.0,15.0,1,3,17162.7,19.1,13.0,0.0,268394.0,747076.0,0.0,0.0,0.1489999862541066
438592.0,1,1,3030272.0,15.0,1,3,33838.05,48.4,19.0,2.0,382831.0,1073314.0,0.0,2.0,0.13400005016051367
112618.0,1,1,1369106.0397805213,0.5,2,3,12697.13,21.2,11.0,0.0,140334.0,202598.0,0.0,0.0,0.11128835573935925
89078.0,1,2,427994.0,3.0,1,3,2874.7,4.9,5.0,0.0,77311.0,291610.0,0.0,0.0,0.08060019532984106
